x		y		Depth			Velocity			HR
0.000		0.000		0.000000		0.000000		0.000
0.000		2.594		0.000000		0.000000		0.000
0.000		5.188		0.000000		0.000000		0.000
0.000		7.781		0.000000		0.000000		0.000
0.000		10.375		0.000000		0.000000		0.000
0.000		12.969		0.000000		0.000000		0.000
0.000		15.563		0.000000		0.000000		0.000
0.000		18.156		0.000000		0.000000		0.000
0.000		20.750		0.000000		0.000000		0.000
0.000		23.344		0.000000		0.000000		0.000
0.000		25.938		0.000000		0.000000		0.000
0.000		28.531		0.000000		0.000000		0.000
0.000		31.125		0.000000		0.000000		0.000
0.000		33.719		0.000000		0.000000		0.000
0.000		36.313		0.000000		0.000000		0.000
0.000		38.906		0.000000		0.000000		0.000
0.000		41.500		0.000000		0.000000		0.000
0.000		44.094		0.000000		0.000000		0.000
0.000		46.688		0.000000		0.000000		0.000
0.000		49.281		0.000000		0.000000		0.000
0.000		51.875		0.000000		0.000000		0.000
0.000		54.469		0.000000		0.000000		0.000
0.000		57.063		0.000000		0.000000		0.000
0.000		59.656		0.000000		0.000000		0.000
0.000		62.250		0.000000		0.000000		0.000
0.000		64.844		0.000000		0.000000		0.000
0.000		67.438		0.000000		0.000000		0.000
0.000		70.031		0.000000		0.000000		0.000
0.000		72.625		0.000000		0.000000		0.000
0.000		75.219		0.000000		0.000000		0.000
0.000		77.813		0.000000		0.000000		0.000
0.000		80.406		0.000000		0.000000		0.000
0.000		83.000		0.000000		0.000000		0.000
0.000		85.594		0.000000		0.000000		0.000
0.000		88.188		0.000000		0.000000		0.000
0.000		90.781		0.000000		0.000000		0.000
0.000		93.375		0.000000		0.000000		0.000
0.000		95.969		0.000000		0.000000		0.000
0.000		98.563		0.000000		0.000000		0.000
0.000		101.156		0.000000		0.000000		0.000
0.000		103.750		0.000000		0.000000		0.000
0.000		106.344		0.000000		0.000000		0.000
0.000		108.938		0.000000		0.000000		0.000
0.000		111.531		0.000000		0.000000		0.000
0.000		114.125		0.000000		0.000000		0.000
0.000		116.719		0.000000		0.000000		0.000
0.000		119.313		0.000000		0.000000		0.000
0.000		121.906		0.000000		0.000000		0.000
0.000		124.500		0.000000		0.000000		0.000
0.000		127.094		0.000000		0.000000		0.000
0.000		129.688		0.000000		0.000000		0.000
0.000		132.281		0.000000		0.000000		0.000
0.000		134.875		0.000000		0.000000		0.000
0.000		137.469		0.000000		0.000000		0.000
0.000		140.063		0.000000		0.000000		0.000
0.000		142.656		0.000000		0.000000		0.000
0.000		145.250		0.000000		0.000000		0.000
0.000		147.844		0.000000		0.000000		0.000
0.000		150.438		0.000000		0.000000		0.000
0.000		153.031		0.000000		0.000000		0.000
0.000		155.625		0.000000		0.000000		0.000
0.000		158.219		0.000000		0.000000		0.000
0.000		160.813		0.000000		0.000000		0.000
0.000		163.406		0.000000		0.000000		0.000
0.000		166.000		0.000000		0.000000		0.000
0.000		168.594		0.000000		0.000000		0.000
0.000		171.188		0.000000		0.000000		0.000
0.000		173.781		0.000000		0.000000		0.000
0.000		176.375		0.000000		0.000000		0.000
